geo_fips,year,pop,pop_change_yoy,pop_change_yoy_pct,pop_change_yoy_pct_diff,rank_pop,rank_pop_change_yoy,rank_pop_change_yoy_pct,rank_pop_change_yoy_pct_diff,state_name,state_abbr
30000,1952,602000,6000,0.010067114093959731,-0.005513843235390142,43,28,26,26,Montana,MT
31000,1952,1311000,-5000,-0.003799392097264438,-0.01938034942661431,34,35,42,42,Nebraska,NE
32000,1952,181000,13000,0.07738095238095238,0.06179999505160251,51,24,2,2,Nevada,NV
33000,1952,535000,6000,0.011342155009451797,-0.004238802319898077,45,28,25,25,New Hampshire,NH
34000,1952,5125000,119000,0.023771474230922893,0.00819051690157302,8,8,15,15,New Jersey,NJ
35000,1952,735000,18000,0.02510460251046025,0.009523645181110377,39,23,12,12,New Mexico,NM
36000,1952,15192000,302000,0.02028206850235057,0.004701111173000698,1,2,19,19,New York,NY
37000,1952,4109000,-11000,-0.002669902912621359,-0.018250860241971232,11,37,39,39,North Carolina,NC
38000,1952,608000,4000,0.006622516556291391,-0.008958440773058483,42,29,31,31,North Dakota,ND
39000,1952,8275000,214000,0.02654757474258777,0.010966617413237897,6,3,8,8,Ohio,OH
40000,1952,2219000,9000,0.004072398190045249,-0.011508559139304625,25,27,33,33,Oklahoma,OK
41000,1952,1582000,26000,0.016709511568123392,0.0011285542387735187,32,20,21,21,Oregon,OR
42000,1952,10503000,42000,0.00401491253226269,-0.011566044797087182,3,15,34,34,Pennsylvania,PA
44000,1952,802000,18000,0.02295918367346939,0.007378226344119516,38,23,17,17,Rhode Island,RI
45000,1952,2178000,11000,0.005076142131979695,-0.010504815197370178,26,25,32,32,South Carolina,SC
46000,1952,651000,-4000,-0.0061068702290076335,-0.021687827558357506,41,34,45,45,South Dakota,SD
47000,1952,3352000,-20000,-0.005931198102016607,-0.021512155431366482,16,38,44,44,Tennessee,TN
48000,1952,8314000,203000,0.02502774010602885,0.009446782776678975,5,4,13,13,Texas,TX
49000,1952,724000,18000,0.025495750708215296,0.009914793378865423,40,23,11,11,Utah,UT
50000,1952,375000,-3000,-0.007936507936507936,-0.02351746526585781,47,33,47,47,Vermont,VT
51000,1952,3504000,70000,0.0203843913803145,0.004803434050964627,14,10,18,18,Virginia,VA
53000,1952,2448000,24000,0.009900990099009901,-0.005679967230339972,24,21,27,27,Washington,WA
54000,1952,1957000,-27000,-0.013608870967741936,-0.02918982829709181,30,40,49,49,West Virginia,WV
55000,1952,3469000,30000,0.008723466123873218,-0.006857491205476655,15,18,28,28,Wisconsin,WI
56000,1952,293000,2000,0.006872852233676976,-0.008708105095672897,49,30,29,29,Wyoming,WY
00000,1953,158946000,2577000,0.01648024864263377,0,,,,,United States,US
01000,1953,3053000,-15000,-0.0048891786179921775,-0.021369427260625948,18,40,43,43,Alabama,AL
02000,1953,205000,16000,0.08465608465608465,0.06817583601345088,50,25,1,1,Alaska,AK
04000,1953,894000,52000,0.06175771971496437,0.0452774710723306,36,14,3,3,Arizona,AZ
05000,1953,1780000,-58000,-0.031556039173014146,-0.048036287815647914,31,47,51,51,Arkansas,AR
06000,1953,12251000,616000,0.052943704340352386,0.03646345569771862,2,1,4,4,California,CA
08000,1953,1431000,66000,0.04835164835164835,0.031871399709014585,33,12,6,6,Colorado,CO
09000,1953,2168000,87000,0.041806823642479576,0.025326574999845808,27,10,7,7,Connecticut,CT
10000,1953,351000,10000,0.02932551319648094,0.012845264553847172,48,31,10,10,Delaware,DE
11000,1953,810000,5000,0.006211180124223602,-0.010269068518410166,38,34,34,34,District of Columbia,DC
12000,1953,3310000,153000,0.048463731390560656,0.03198348274792689,17,7,5,5,Florida,FL
13000,1953,3558000,-26000,-0.007254464285714286,-0.023734712928348056,13,42,45,45,Georgia,GA
15000,1953,499000,4000,0.00808080808080808,-0.008399440561825688,46,35,31,31,Hawaii,HI
16000,1953,596000,9000,0.015332197614991482,-0.0011480510276422867,44,32,20,20,Idaho,ID
17000,1953,9065000,109000,0.012170611880303706,-0.004309636762330062,4,8,23,23,Illinois,IL
18000,1953,4182000,34000,0.00819672131147541,-0.008283527331158358,10,17,30,30,Indiana,IN
19000,1953,2629000,3000,0.0011424219345011425,-0.015337826708132626,22,36,40,40,Iowa,IA
20000,1953,1994000,17000,0.008598887202832575,-0.007881361439801194,29,24,28,28,Kansas,KS
21000,1953,2903000,-17000,-0.0058219178082191785,-0.022302166450852947,20,41,44,44,Kentucky,KY
22000,1953,2866000,24000,0.00844475721323012,-0.008035491429403649,21,18,29,29,Louisiana,LA
23000,1953,913000,-2000,-0.002185792349726776,-0.018666040992360543,35,38,41,41,Maine,ME
24000,1953,2567000,67000,0.0268,0.010319751357366232,23,11,12,12,Maryland,MD
25000,1953,4806000,156000,0.03354838709677419,0.017068138454140423,9,6,9,9,Massachusetts,MA
26000,1953,6822000,172000,0.025864661654135337,0.009384413011501568,7,4,13,13,Michigan,MI
27000,1953,3050000,20000,0.006600660066006601,-0.009879588576627168,19,21,33,33,Minnesota,MN
28000,1953,2105000,-47000,-0.02184014869888476,-0.03832039734151853,28,46,50,50,Mississippi,MS
29000,1953,4020000,48000,0.012084592145015106,-0.004395656497618663,12,15,24,24,Missouri,MO
30000,1953,616000,14000,0.023255813953488372,0.006775565310854603,42,27,14,14,Montana,MT
31000,1953,1318000,7000,0.005339435545385202,-0.011140813097248566,34,33,35,35,Nebraska,NE
32000,1953,195000,14000,0.07734806629834254,0.06086781765570877,51,27,2,2,Nevada,NV
33000,1953,547000,12000,0.022429906542056073,0.0059496578994223046,45,29,15,15,New Hampshire,NH
34000,1953,5229000,104000,0.02029268292682927,0.0038124342841955004,8,9,18,18,New Jersey,NJ
35000,1953,756000,21000,0.02857142857142857,0.012091179928794802,39,20,11,11,New Mexico,NM
36000,1953,15527000,335000,0.02205107951553449,0.005570830872900723,1,2,16,16,New York,NY
37000,1953,4120000,11000,0.002677050377220735,-0.013803198265413034,11,30,36,36,North Carolina,NC
38000,1953,609000,1000,0.001644736842105263,-0.014835511800528505,43,37,38,38,North Dakota,ND
39000,1953,8591000,316000,0.03818731117824774,0.02170706253561397,5,3,8,8,Ohio,OH
40000,1953,2182000,-37000,-0.016674177557458314,-0.03315442620009208,25,45,49,49,Oklahoma,OK
41000,1953,1601000,19000,0.012010113780025285,-0.0044701348626084835,32,22,25,25,Oregon,OR
42000,1953,10662000,159000,0.015138531848043417,-0.0013417167945903516,3,5,21,21,Pennsylvania,PA
44000,1953,815000,13000,0.016209476309226933,-2.7077233340683585e-4,37,28,19,19,Rhode Island,RI
45000,1953,2181000,3000,0.0013774104683195593,-0.01510283817431421,26,36,39,39,South Carolina,SC
46000,1953,648000,-3000,-0.004608294930875576,-0.021088543573509345,41,39,42,42,South Dakota,SD
47000,1953,3319000,-33000,-0.009844868735083532,-0.0263251173777173,16,44,46,46,Tennessee,TN
48000,1953,8336000,22000,0.002646139042578783,-0.013834109600054986,6,19,37,37,Texas,TX
49000,1953,739000,15000,0.020718232044198894,0.004237983401565126,40,26,17,17,Utah,UT
50000,1953,379000,4000,0.010666666666666666,-0.005813581975967102,47,35,26,26,Vermont,VT
51000,1953,3557000,53000,0.015125570776255707,-0.0013546778663780616,14,13,22,22,Virginia,VA
53000,1953,2466000,18000,0.007352941176470588,-0.00912730746616318,24,23,32,32,Washington,WA
54000,1953,1929000,-28000,-0.01430761369443025,-0.030787862337064018,30,43,48,48,West Virginia,WV
55000,1953,3506000,37000,0.010665897953300663,-0.005814350689333106,15,16,27,27,Wisconsin,WI
56000,1953,290000,-3000,-0.010238907849829351,-0.02671915649246312,49,39,47,47,Wyoming,WY
00000,1954,161881000,2935000,0.01846539076164232,0,,,,,United States,US
01000,1954,3014000,-39000,-0.012774320340648543,-0.031239711102290863,19,43,48,48,Alabama,AL
02000,1954,215000,10000,0.04878048780487805,0.03031509704323573,50,29,3,3,Alaska,AK
04000,1954,933000,39000,0.0436241610738255,0.025158770312183183,35,21,6,6,Arizona,AZ
05000,1954,1734000,-46000,-0.025842696629213482,-0.0443080873908558,31,45,51,51,Arkansas,AR
06000,1954,12746000,495000,0.04040486490898702,0.021939474147344703,2,1,8,8,California,CA
08000,1954,1493000,62000,0.04332634521313766,0.024860954451495342,33,15,7,7,Colorado,CO
09000,1954,2249000,81000,0.03736162361623616,0.018896232854593843,25,13,9,9,Connecticut,CT
10000,1954,368000,17000,0.04843304843304843,0.02996765767140611,48,26,4,4,Delaware,DE
11000,1954,791000,-19000,-0.02345679012345679,-0.04192218088509911,38,41,50,50,District of Columbia,DC
12000,1954,3505000,195000,0.05891238670694864,0.04044699594530632,16,5,2,2,Florida,FL
13000,1954,3602000,44000,0.012366498032602586,-0.006098892729039735,14,19,29,29,Georgia,GA
15000,1954,504000,5000,0.01002004008016032,-0.008445350681482,46,32,34,34,Hawaii,HI
16000,1954,600000,4000,0.006711409395973154,-0.011753981365669165,44,33,36,36,Idaho,ID
17000,1954,9252000,187000,0.020628792057363485,0.002163401295721165,4,6,17,17,Illinois,IL
18000,1954,4264000,82000,0.0196078431372549,0.0011424523756125814,10,12,19,19,Indiana,IN
19000,1954,2626000,-3000,-0.0011411182959300114,-0.01960650905757233,23,39,44,44,Iowa,IA
20000,1954,2042000,48000,0.024072216649949848,0.0056068258883075275,29,17,14,14,Kansas,KS
21000,1954,2902000,-1000,-3.444712366517396e-4,-0.01880986199829406,20,37,42,42,Kentucky,KY
22000,1954,2883000,17000,0.005931612002791347,-0.012533778758850974,21,26,37,37,Louisiana,LA
23000,1954,927000,14000,0.015334063526834611,-0.0031313272348077095,36,27,23,23,Maine,ME
24000,1954,2685000,118000,0.04596805609661083,0.02750266533496851,22,9,5,5,Maryland,MD
25000,1954,4910000,104000,0.021639617145235122,0.003174226383592802,9,10,15,15,Massachusetts,MA
26000,1954,7066000,244000,0.03576663734975081,0.01730124658810849,7,4,10,10,Michigan,MI
27000,1954,3113000,63000,0.020655737704918034,0.0021903469432757137,18,14,16,16,Minnesota,MN
28000,1954,2064000,-41000,-0.019477434679334917,-0.03794282544097724,28,44,49,49,Mississippi,MS
29000,1954,4066000,46000,0.011442786069651741,-0.007022604691990579,12,18,31,31,Missouri,MO
30000,1954,624000,8000,0.012987012987012988,-0.0054783777746293325,42,30,26,26,Montana,MT
31000,1954,1340000,22000,0.01669195751138088,-0.0017734332502614414,34,24,21,21,Nebraska,NE
32000,1954,213000,18000,0.09230769230769231,0.07384230154605,51,25,1,1,Nevada,NV
33000,1954,554000,7000,0.012797074954296161,-0.005668315807346159,45,31,27,27,New Hampshire,NH
34000,1954,5360000,131000,0.025052591317651557,0.006587200556009237,8,8,13,13,New Jersey,NJ
35000,1954,763000,7000,0.009259259259259259,-0.009206131502383062,39,31,35,35,New Mexico,NM
36000,1954,15814000,287000,0.018483931216590456,1.8540454948135637e-5,1,2,20,20,New York,NY
37000,1954,4131000,11000,0.002669902912621359,-0.01579548784902096,11,28,40,40,North Carolina,NC
38000,1954,611000,2000,0.003284072249589491,-0.01518131851205283,43,35,39,39,North Dakota,ND
39000,1954,8873000,282000,0.032825049470375976,0.014359658708733656,5,3,11,11,Ohio,OH
40000,1954,2209000,27000,0.01237396883593034,-0.006091421925711981,26,22,28,28,Oklahoma,OK
41000,1954,1626000,25000,0.01561524047470331,-0.00285015028693901,32,23,22,22,Oregon,OR
42000,1954,10817000,155000,0.014537610204464453,-0.003927780557177867,3,7,25,25,Pennsylvania,PA
44000,1954,816000,1000,0.001226993865030675,-0.017238396896611646,37,36,41,41,Rhode Island,RI
45000,1954,2176000,-5000,-0.0022925263640531865,-0.020757917125695507,27,40,45,45,South Carolina,SC
46000,1954,655000,7000,0.010802469135802469,-0.007662921625839852,41,31,32,32,South Dakota,SD
47000,1954,3359000,40000,0.012051822838204279,-0.0064135679234380415,17,20,30,30,Tennessee,TN
48000,1954,8382000,46000,0.005518234165067178,-0.012947156596575141,6,18,38,38,Texas,TX
49000,1954,750000,11000,0.014884979702300407,-0.0035804110593419137,40,28,24,24,Utah,UT
50000,1954,377000,-2000,-0.005277044854881266,-0.02374243561652359,47,38,46,46,Vermont,VT
51000,1954,3555000,-2000,-5.62271577171774e-4,-0.019027662338814096,15,38,43,43,Virginia,VA
53000,1954,2516000,50000,0.0202757502027575,0.00181035944111518,24,16,18,18,Washington,WA
54000,1954,1905000,-24000,-0.012441679626749611,-0.03090707038839193,30,42,47,47,West Virginia,WV
55000,1954,3608000,102000,0.029092983456930975,0.010627592695288655,13,11,12,12,Wisconsin,WI
56000,1954,293000,3000,0.010344827586206896,-0.008120563175435424,49,34,33,33,Wyoming,WY
00000,1955,165058000,3177000,0.019625527393579235,0,,,,,United States,US
01000,1955,3050000,36000,0.011944260119442602,-0.007681267274136634,19,23,35,35,Alabama,AL
02000,1955,222000,7000,0.03255813953488372,0.012932612141304485,50,34,11,11,Alaska,AK
04000,1955,987000,54000,0.05787781350482315,0.03825228611124391,35,19,3,3,Arizona,AZ
05000,1955,1725000,-9000,-0.005190311418685121,-0.024815838812264356,31,40,47,47,Arkansas,AR
06000,1955,13133000,387000,0.03036246665620587,0.010736939262626633,2,1,13,13,California,CA
08000,1955,1546000,53000,0.03549899531145345,0.015873467917874216,33,20,8,8,Colorado,CO
09000,1955,2300000,51000,0.02267674522009782,0.0030512178265185846,25,21,21,21,Connecticut,CT
10000,1955,389000,21000,0.057065217391304345,0.03743968999772511,46,29,4,4,Delaware,DE
11000,1955,785000,-6000,-0.007585335018963337,-0.027210862412542572,38,39,50,50,District of Columbia,DC
12000,1955,3747000,242000,0.06904422253922968,0.04941869514565044,13,3,2,2,Florida,FL
13000,1955,3636000,34000,0.009439200444197668,-0.010186326949381567,15,24,39,39,Georgia,GA
15000,1955,529000,25000,0.0496031746031746,0.029977647209595365,45,26,5,5,Hawaii,HI
16000,1955,618000,18000,0.03,0.010374472606420763,42,30,14,14,Idaho,ID
17000,1955,9435000,183000,0.019779507133592736,1.539797400135004e-4,4,5,26,26,Illinois,IL
18000,1955,4363000,99000,0.02321763602251407,0.003592108628934835,10,11,20,20,Indiana,IN
19000,1955,2679000,53000,0.020182787509520184,5.572601159409482e-4,23,20,25,25,Iowa,IA
20000,1955,2093000,51000,0.02497551420176298,0.005349986808183743,28,21,19,19,Kansas,KS
21000,1955,2910000,8000,0.0027567195037904893,-0.016868807889788746,21,33,45,45,Kentucky,KY
22000,1955,2946000,63000,0.021852237252861603,0.002226709859282368,20,15,22,22,Louisiana,LA
23000,1955,934000,7000,0.007551240560949299,-0.012074286832629937,36,34,42,42,Maine,ME
24000,1955,2742000,57000,0.021229050279329607,0.001603522885750372,22,17,23,23,Maryland,MD
25000,1955,4882000,-28000,-0.005702647657841141,-0.025328175051420376,9,42,49,49,Massachusetts,MA
26000,1955,7285000,219000,0.030993489951882253,0.011367962558303017,7,4,12,12,Michigan,MI
27000,1955,3172000,59000,0.018952778670093158,-6.727487234860774e-4,18,16,29,29,Minnesota,MN
28000,1955,2060000,-4000,-0.001937984496124031,-0.021563511889703266,29,38,46,46,Mississippi,MS
29000,1955,4134000,68000,0.016724053123462864,-0.0029014742701163714,12,14,31,31,Missouri,MO
30000,1955,636000,12000,0.019230769230769232,-3.947581628100036e-4,41,32,28,28,Montana,MT
31000,1955,1374000,34000,0.025373134328358207,0.005747606934778972,34,24,18,18,Nebraska,NE
32000,1955,237000,24000,0.11267605633802817,0.09305052894444893,49,27,1,1,Nevada,NV
33000,1955,557000,3000,0.005415162454873646,-0.014210364938705589,44,36,44,44,New Hampshire,NH
34000,1955,5502000,142000,0.026492537313432835,0.0068670099198536,8,8,17,17,New Jersey,NJ
35000,1955,785000,22000,0.028833551769331587,0.009208024375752352,38,28,15,15,New Mexico,NM
36000,1955,15966000,152000,0.009611736436069305,-0.01001379095750993,1,6,38,38,New York,NY
37000,1955,4242000,111000,0.026870007262164125,0.00724447986858489,11,10,16,16,North Carolina,NC
38000,1955,615000,4000,0.006546644844517185,-0.01307888254906205,43,35,43,43,North Dakota,ND
39000,1955,9017000,144000,0.01622900935422067,-0.003396518039358566,5,7,33,33,Ohio,OH
40000,1955,2250000,41000,0.018560434585785424,-0.0010650928077938111,26,22,30,30,Oklahoma,OK
41000,1955,1659000,33000,0.02029520295202952,6.696755584502841e-4,32,25,24,24,Oregon,OR
42000,1955,10939000,122000,0.01127854303411297,-0.008346984359466266,3,9,36,36,Pennsylvania,PA
44000,1955,823000,7000,0.00857843137254902,-0.011047096021030215,37,34,41,41,Rhode Island,RI
45000,1955,2200000,24000,0.011029411764705883,-0.008596115628873352,27,27,37,37,South Carolina,SC
46000,1955,663000,8000,0.012213740458015267,-0.007411786935563968,40,33,34,34,South Dakota,SD
47000,1955,3415000,56000,0.016671628460851445,-0.0029538989327277908,17,18,32,32,Tennessee,TN
48000,1955,8660000,278000,0.03316630875685994,0.013540781363280706,6,2,10,10,Texas,TX
49000,1955,783000,33000,0.044,0.024374472606420762,39,25,7,7,Utah,UT
50000,1955,375000,-2000,-0.005305039787798408,-0.024930567181377643,47,37,48,48,Vermont,VT
51000,1955,3588000,33000,0.009282700421940928,-0.010342826971638307,16,25,40,40,Virginia,VA
53000,1955,2604000,88000,0.034976152623211444,0.015350625229632209,24,12,9,9,Washington,WA
54000,1955,1880000,-25000,-0.013123359580052493,-0.03274888697363173,30,41,51,51,West Virginia,WV
55000,1955,3679000,71000,0.01967849223946785,5.296484588861519e-5,14,13,27,27,Wisconsin,WI
56000,1955,307000,14000,0.04778156996587031,0.028156042572291075,48,31,6,6,Wyoming,WY
00000,1956,168078000,3020000,0.018296598771340985,0,,,,,United States,US
01000,1956,3071000,21000,0.006885245901639345,-0.01141135286970164,19,25,41,41,Alabama,AL
02000,1956,224000,2000,0.009009009009009009,-0.009287589762331976,51,36,37,37,Alaska,AK
04000,1956,1053000,66000,0.0668693009118541,0.04857270214051311,35,15,2,2,Arizona,AZ
05000,1956,1704000,-21000,-0.01217391304347826,-0.030470511814819246,31,40,49,49,Arkansas,AR
06000,1956,13713000,580000,0.044163557450696715,0.02586695867935573,2,1,6,6,California,CA
08000,1956,1625000,79000,0.05109961190168176,0.03280301313034077,33,11,4,4,Colorado,CO
09000,1956,2316000,16000,0.006956521739130435,-0.01134007703221055,25,29,40,40,Connecticut,CT
10000,1956,408000,19000,0.04884318766066838,0.030546588889327392,47,27,5,5,Delaware,DE
11000,1956,759000,-26000,-0.033121019108280254,-0.051417617879621236,40,42,51,51,District of Columbia,DC
12000,1956,4047000,300000,0.08006405124099279,0.061767452469651804,13,2,1,1,Florida,FL
13000,1956,3701000,65000,0.017876787678767877,-4.19811092573108e-4,16,16,23,23,Georgia,GA
15000,1956,548000,19000,0.035916824196597356,0.01762022542525637,46,27,8,8,Hawaii,HI
16000,1956,628000,10000,0.016181229773462782,-0.002115368997878203,43,31,27,27,Idaho,ID
17000,1956,9530000,95000,0.010068892421833599,-0.008227706349507386,4,9,35,35,Illinois,IL
18000,1956,4458000,95000,0.021774008709603485,0.0034774099382624997,10,9,17,17,Indiana,IN
19000,1956,2703000,24000,0.008958566629339306,-0.009338032142001679,23,23,38,38,Iowa,IA
20000,1956,2119000,26000,0.012422360248447204,-0.005874238522893781,28,22,32,32,Kansas,KS
21000,1956,2898000,-12000,-0.004123711340206186,-0.02242031011154717,21,39,48,48,Kentucky,KY
22000,1956,3032000,86000,0.029192124915139173,0.010895526143798188,20,10,11,11,Louisiana,LA
23000,1956,938000,4000,0.004282655246252677,-0.014013943525088307,36,35,43,43,Maine,ME
24000,1956,2811000,69000,0.02516411378555799,0.006867515014217004,22,12,13,13,Maryland,MD
25000,1956,4891000,9000,0.0018435067595247848,-0.0164530920118162,9,32,45,45,Massachusetts,MA
26000,1956,7467000,182000,0.024982841455044612,0.006686242683703627,7,4,14,14,Michigan,MI
27000,1956,3240000,68000,0.021437578814627996,0.003140980043287011,18,13,18,18,Minnesota,MN
28000,1956,2086000,26000,0.01262135922330097,-0.005675239548040015,29,22,31,31,Mississippi,MS
29000,1956,4163000,29000,0.0070149975810353165,-0.01128160119030567,12,21,39,39,Missouri,MO
30000,1956,656000,20000,0.031446540880503145,0.01314994210916216,42,26,10,10,Montana,MT
31000,1956,1397000,23000,0.016739446870451237,-0.001557151900889748,34,24,25,25,Nebraska,NE
32000,1956,250000,13000,0.05485232067510549,0.03655572190376451,50,30,3,3,Nevada,NV
33000,1956,566000,9000,0.01615798922800718,-0.0021386095433338047,45,32,28,28,New Hampshire,NH
34000,1956,5615000,113000,0.020537986186841148,0.002241387415500163,8,8,21,21,New Jersey,NJ
35000,1956,806000,21000,0.0267515923566879,0.008454993585346914,39,25,12,12,New Mexico,NM
36000,1956,16112000,146000,0.00914443191782538,-0.009152166853515605,1,6,36,36,New York,NY
37000,1956,4309000,67000,0.015794436586515793,-0.002502162184825192,11,14,29,29,North Carolina,NC
38000,1956,613000,-2000,-0.0032520325203252032,-0.02154863129166619,44,38,47,47,North Dakota,ND
39000,1956,9207000,190000,0.0210713097482533,0.0027747109769123146,5,3,19,19,Ohio,OH
40000,1956,2273000,23000,0.010222222222222223,-0.008074376549118762,26,24,34,34,Oklahoma,OK
41000,1956,1698000,39000,0.023508137432188065,0.00521153866084708,32,19,16,16,Oregon,OR
42000,1956,10972000,33000,0.0030167291342901546,-0.01527986963705083,3,20,44,44,Pennsylvania,PA
44000,1956,840000,17000,0.020656136087484813,0.0023595373161438282,37,28,20,20,Rhode Island,RI
45000,1956,2229000,29000,0.013181818181818182,-0.005114780589522803,27,21,30,30,South Carolina,SC
46000,1956,670000,7000,0.010558069381598794,-0.007738529389742191,41,33,33,33,South Dakota,SD
47000,1956,3415000,0,0,-0.018296598771340985,17,37,46,46,Tennessee,TN
48000,1956,8830000,170000,0.019630484988452657,0.0013338862171116718,6,5,22,22,Texas,TX
49000,1956,809000,26000,0.033205619412515965,0.01490902064117498,38,22,9,9,Utah,UT
50000,1956,377000,2000,0.005333333333333333,-0.012963265438007653,48,36,42,42,Vermont,VT
51000,1956,3722000,134000,0.037346711259754736,0.01905011248841375,15,7,7,7,Virginia,VA
53000,1956,2668000,64000,0.02457757296466974,0.006280974193328754,24,17,15,15,Washington,WA
54000,1956,1857000,-23000,-0.01223404255319149,-0.030530641324532475,30,41,50,50,West Virginia,WV
55000,1956,3742000,63000,0.017124218537646098,-0.001172380233694887,14,18,24,24,Wisconsin,WI
56000,1956,312000,5000,0.016286644951140065,-0.0020099538202009194,49,34,26,26,Wyoming,WY
00000,1957,171178000,3100000,0.018443817751282142,0,,,,,United States,US
01000,1957,3109000,38000,0.012373819602735266,-0.006069998148546876,20,21,31,31,Alabama,AL
02000,1957,231000,7000,0.03125,0.012806182248717858,51,35,9,9,Alaska,AK
04000,1957,1125000,72000,0.06837606837606838,0.04993225062478624,35,10,2,2,Arizona,AZ
05000,1957,1733000,29000,0.017018779342723004,-0.001425038408559138,31,24,22,22,Arkansas,AR
06000,1957,14264000,551000,0.04018085028804784,0.021737032536765698,2,1,6,6,California,CA
08000,1957,1664000,39000,0.024,0.005556182248717859,33,20,12,12,Colorado,CO
09000,1957,2359000,43000,0.018566493955094993,1.2267620381285066e-4,25,18,20,20,Connecticut,CT
10000,1957,426000,18000,0.04411764705882353,0.02567382930754139,47,28,5,5,Delaware,DE
11000,1957,763000,4000,0.005270092226613966,-0.013173725524668176,40,38,41,41,District of Columbia,DC
12000,1957,4372000,325000,0.08030639980232271,0.06186258205104057,11,2,1,1,Florida,FL
13000,1957,3766000,65000,0.017562820859227234,-8.809968920549076e-4,16,12,21,21,Georgia,GA
15000,1957,573000,25000,0.04562043795620438,0.027176620204922237,45,26,4,4,Hawaii,HI
16000,1957,642000,14000,0.022292993630573247,0.003849175879291105,43,30,13,13,Idaho,ID
17000,1957,9668000,138000,0.014480587618048268,-0.0039632301332338735,4,6,26,26,Illinois,IL
18000,1957,4529000,71000,0.015926424405563033,-0.0025173933457191093,10,11,25,25,Indiana,IN
19000,1957,2716000,13000,0.004809470958194599,-0.013634346793087542,24,31,42,42,Iowa,IA
20000,1957,2128000,9000,0.004247286455875413,-0.014196531295406729,28,34,43,43,Kansas,KS
21000,1957,2928000,30000,0.010351966873706004,-0.008091850877576138,21,23,34,34,Kentucky,KY
22000,1957,3115000,83000,0.02737467018469657,0.008930852433414429,19,9,10,10,Louisiana,LA
23000,1957,943000,5000,0.005330490405117271,-0.013113327346164872,36,37,40,40,Maine,ME
24000,1957,2873000,62000,0.022056207755247245,0.0036123900039651026,22,13,14,14,Maryland,MD
25000,1957,4929000,38000,0.007769372316499694,-0.010674445434782447,9,21,36,36,Massachusetts,MA
26000,1957,7569000,102000,0.013660104459622338,-0.004783713291659804,7,8,28,28,Michigan,MI
27000,1957,3274000,34000,0.010493827160493827,-0.007949990590788315,18,22,33,33,Minnesota,MN
28000,1957,2088000,2000,9.587727708533077e-4,-0.017485044980428834,29,39,45,45,Mississippi,MS
29000,1957,4189000,26000,0.006245496036512131,-0.012198321714770012,13,25,38,38,Missouri,MO
30000,1957,667000,11000,0.01676829268292683,-0.0016755250683553116,41,32,23,23,Montana,MT
31000,1957,1394000,-3000,-0.0021474588403722263,-0.02059127659165437,34,41,48,48,Nebraska,NE
32000,1957,260000,10000,0.04,0.02155618224871786,50,33,7,7,Nevada,NV
33000,1957,572000,6000,0.01060070671378092,-0.007843111037501222,46,36,32,32,New Hampshire,NH
34000,1957,5737000,122000,0.021727515583259128,0.003283697831976986,8,7,16,16,New Jersey,NJ
35000,1957,847000,41000,0.05086848635235732,0.03242466860107518,38,19,3,3,New Mexico,NM
36000,1957,16374000,262000,0.016261171797418074,-0.002182645953864068,1,3,24,24,New York,NY
37000,1957,4368000,59000,0.013692271988860524,-0.004751545762421618,12,14,27,27,North Carolina,NC
38000,1957,612000,-1000,-0.0016313213703099511,-0.020075139121592093,44,40,46,46,North Dakota,ND
39000,1957,9410000,203000,0.022048441403280113,0.0036046236519979707,5,5,15,15,Ohio,OH
40000,1957,2282000,9000,0.003959524857017158,-0.014484292894264984,26,34,44,44,Oklahoma,OK
41000,1957,1712000,14000,0.008244994110718492,-0.01019882364056365,32,30,35,35,Oregon,OR
42000,1957,10954000,-18000,-0.0016405395552314983,-0.02008435730651364,3,44,47,47,Pennsylvania,PA
44000,1957,851000,11000,0.013095238095238096,-0.005348579656044046,37,32,29,29,Rhode Island,RI
45000,1957,2274000,45000,0.020188425302826378,0.001744607551544236,27,17,19,19,South Carolina,SC
46000,1957,666000,-4000,-0.005970149253731343,-0.024413967005013484,42,42,50,50,South Dakota,SD
47000,1957,3434000,19000,0.005563689604685213,-0.01288012814659693,17,27,39,39,Tennessee,TN
48000,1957,9070000,240000,0.027180067950169876,0.008736250198887734,6,4,11,11,Texas,TX
49000,1957,826000,17000,0.021013597033374538,0.0025697792820923958,39,29,17,17,Utah,UT
50000,1957,376000,-1000,-0.002652519893899204,-0.021096337645181346,48,40,49,49,Vermont,VT
51000,1957,3844000,122000,0.03277807630306287,0.014334258551780728,14,7,8,8,Virginia,VA
53000,1957,2724000,56000,0.020989505247376312,0.0025456874960941706,23,15,18,18,Washington,WA
54000,1957,1843000,-14000,-0.007539041464728056,-0.0259828592160102,30,43,51,51,West Virginia,WV
55000,1957,3791000,49000,0.013094601817210049,-0.005349215934072093,15,16,30,30,Wisconsin,WI
56000,1957,314000,2000,0.00641025641025641,-0.012033561341025732,49,39,37,37,Wyoming,WY
00000,1958,174153000,2975000,0.017379569804530957,0,,,,,United States,US
01000,1958,3163000,54000,0.017368928916050175,-1.0640888480781263e-5,19,15,16,16,Alabama,AL
02000,1958,224000,-7000,-0.030303030303030304,-0.04768260010756126,51,39,51,51,Alaska,AK
04000,1958,1193000,68000,0.060444444444444446,0.043064874639913486,35,14,1,1,Arizona,AZ
05000,1958,1726000,-7000,-0.004039238315060588,-0.021418808119591546,31,39,45,45,Arkansas,AR
