geo_fips,year,pop,pop_change_yoy,pop_change_yoy_pct,pop_change_yoy_pct_diff,rank_pop,rank_pop_change_yoy,rank_pop_change_yoy_pct,rank_pop_change_yoy_pct_diff,state_name,state_abbr
22000,1984,4400474,5163,0.0011746609056788018,-0.007520644657666916,18,37,42,42,Louisiana,LA
23000,1984,1155634,10862,0.009488352265778687,7.930467024329698e-4,38,29,19,19,Maine,ME
24000,1984,4365246,51917,0.012036410855745064,0.0033411052923993465,19,9,14,14,Maryland,MD
25000,1984,5840774,41369,0.007133317986931418,-0.0015619875764143,11,12,22,22,Massachusetts,MA
26000,1984,9049454,1690,1.8678648116816487e-4,-0.008508519082177552,8,43,45,45,Michigan,MI
27000,1984,4157704,16246,0.003922773091022533,-0.004772532472323184,21,24,35,35,Minnesota,MN
28000,1984,2578053,10334,0.0040245836869221285,-0.004670721876423589,31,30,34,34,Mississippi,MS
29000,1984,4975276,31541,0.006379994073306923,-0.0023153114900387947,15,15,25,25,Missouri,MO
30000,1984,820904,6875,0.008445645056871438,-2.496605064742797e-4,44,34,21,21,Montana,MT
31000,1984,1588638,4345,0.0027425482533849485,-0.005952757309960769,36,38,39,39,Nebraska,NE
32000,1984,924921,22943,0.025436318845914203,0.016741013282568485,43,19,4,4,Nevada,NV
33000,1984,976863,18729,0.01954737020082786,0.010852064637482142,41,21,5,5,New Hampshire,NH
34000,1984,7515474,47690,0.006386097937487211,-0.0023092076258585063,9,10,24,24,New Jersey,NJ
35000,1984,1416719,22357,0.016033856344335257,0.00733855078098954,37,20,10,10,New Mexico,NM
36000,1984,17745676,58769,0.003322740375126075,-0.005372565188219642,2,8,37,37,New York,NY
37000,1984,6164004,86945,0.014307085055451987,0.00561177949210627,10,6,12,12,North Carolina,NC
38000,1984,680499,3812,0.00563332825959417,-0.003061977303751548,46,40,30,30,North Dakota,ND
39000,1984,10737743,112,1.0430606155119318e-5,-0.008684874957190598,7,46,46,46,Ohio,OH
40000,1984,3285535,-4869,-0.0014797575009026247,-0.010175063064248343,24,47,47,47,Oklahoma,OK
41000,1984,2666589,13518,0.005095227379892962,-0.003600078183452756,30,28,32,32,Oregon,OR
42000,1984,11815175,-22551,-0.001905011148256008,-0.010600316711601726,4,51,48,48,Pennsylvania,PA
44000,1984,961895,5513,0.005764433040354168,-0.0029308725229915495,42,36,29,29,Rhode Island,RI
45000,1984,3271864,37796,0.011686829095739483,0.0029915235323937656,25,13,15,15,South Carolina,SC
46000,1984,697250,4241,0.006119689643280246,-0.0025756159200654716,45,39,26,26,South Dakota,SD
47000,1984,4686743,26986,0.005791289116578397,-0.0029040164467673208,17,17,28,28,Tennessee,TN
48000,1984,16007088,255414,0.01621503847781512,0.007519732914469401,3,3,9,9,Texas,TX
49000,1984,1622342,27399,0.01717867033492733,0.008483364771581611,35,16,8,8,Utah,UT
50000,1984,526658,3356,0.006413122823914298,-0.0022821827394314195,49,41,23,23,Vermont,VT
51000,1984,5643868,79206,0.014233748608630676,0.005538443045284959,13,7,13,13,Virginia,VA
53000,1984,4343657,43388,0.010089601371449089,0.001394295808103371,20,11,17,17,Washington,WA
54000,1984,1927696,-17362,-0.008926211969000411,-0.01762151753234613,34,50,50,50,West Virginia,WV
55000,1984,4735571,14133,0.0029933676985698003,-0.005701937864775917,16,26,38,38,Wisconsin,WI
56000,1984,504895,-5449,-0.010677111908830122,-0.01937241747217584,51,48,51,51,Wyoming,WY
00000,1985,237923734,2098827,0.008899937783077341,0,,,,,United States,US
01000,1985,3972520,20696,0.005237075335338821,-0.00366286244773852,22,22,27,27,Alabama,AL
02000,1985,532496,18792,0.036581377602666124,0.02768143981958878,49,25,2,2,Alaska,AK
04000,1985,3183539,116405,0.03795236856296464,0.029052430779887298,28,5,1,1,Arizona,AZ
05000,1985,2327046,7279,0.0031378151340199253,-0.005762122649057415,33,31,31,31,Arkansas,AR
06000,1985,26441107,596710,0.023088563451490084,0.014188625668412743,1,1,5,5,California,CA
08000,1985,3208726,38731,0.012218000343849122,0.0033180625607717815,26,13,14,14,Colorado,CO
09000,1985,3201131,21117,0.006640536802668164,-0.0022594009804091765,27,21,22,22,Connecticut,CT
10000,1985,618279,6714,0.010978391503764931,0.0020784537206875904,48,33,16,16,Delaware,DE
11000,1985,634549,1167,0.0018424899981369853,-0.0070574477849403554,47,39,36,36,District of Columbia,DC
12000,1985,11351120,311195,0.028188144394096882,0.019288206611019543,6,2,4,4,Florida,FL
13000,1985,5962639,127696,0.02188470392941285,0.01298476614633551,11,4,6,6,Georgia,GA
15000,1985,1039698,11776,0.011456122157128653,0.002556184374051312,39,27,15,15,Hawaii,HI
16000,1985,994052,3211,0.003240681400951313,-0.005659256382126028,41,37,30,30,Idaho,ID
17000,1985,11399803,-12325,-0.0010799913916142547,-0.009979929174691596,5,47,44,44,Illinois,IL
18000,1985,5459214,892,1.6342018664344097e-4,-0.0087365175964339,14,41,41,41,Indiana,IN
19000,1985,2829684,-28931,-0.010120635342639704,-0.019020573125717047,29,50,49,49,Iowa,IA
20000,1985,2427401,3313,0.0013666995587618932,-0.0075332382243154476,32,36,40,40,Kansas,KS
21000,1985,3694816,-643,-1.739973302369205e-4,-0.00907393511331426,23,42,42,42,Kentucky,KY
22000,1985,4408113,7639,0.0017359493545468056,-0.007163988428530535,19,29,37,37,Louisiana,LA
23000,1985,1162935,7301,0.00631774419928801,-0.002582193583789331,38,30,25,25,Maine,ME
24000,1985,4413072,47826,0.010956083574671394,0.002056145791594053,18,10,17,17,Maryland,MD
25000,1985,5880734,39960,0.0068415590125555275,-0.0020583787705218135,12,12,20,20,Massachusetts,MA
26000,1985,9076287,26833,0.002965151267689741,-0.0059347865153876,8,16,32,32,Michigan,MI
27000,1985,4184301,26597,0.006397040289544422,-0.002502897493532919,21,17,24,24,Minnesota,MN
28000,1985,2588103,10050,0.003898290686808999,-0.005001647096268342,31,28,29,29,Mississippi,MS
29000,1985,5000260,24984,0.005021630960774839,-0.003878306822302502,15,19,28,28,Missouri,MO
30000,1985,822320,1416,0.0017249276407472738,-0.007175010142330067,44,38,38,38,Montana,MT
31000,1985,1584661,-3977,-0.002503402285479763,-0.011403340068557104,36,45,45,45,Nebraska,NE
32000,1985,951032,26111,0.028230519147040667,0.019330581363963324,43,18,3,3,Nevada,NV
33000,1985,996753,19890,0.02036109464684403,0.011461156863766689,40,24,7,7,New Hampshire,NH
34000,1985,7565530,50056,0.006660391613356656,-0.002239546169720685,9,9,21,21,New Jersey,NJ
35000,1985,1438360,21641,0.015275435707433867,0.006375497924356526,37,20,9,9,New Mexico,NM
36000,1985,17791678,46002,0.002592293469124535,-0.006307644313952806,2,11,33,33,New York,NY
37000,1985,6253957,89953,0.014593274112086883,0.005693336329009542,10,6,10,10,North Carolina,NC
38000,1985,676979,-3520,-0.005172674757788035,-0.014072612540865375,46,44,48,48,North Dakota,ND
39000,1985,10734926,-2817,-2.623456344596811e-4,-0.009162283417537023,7,43,43,43,Ohio,OH
40000,1985,3271333,-14202,-0.0043225836888056285,-0.01322252147188297,25,48,47,47,Oklahoma,OK
41000,1985,2672648,6059,0.002272191177568047,-0.006627746605509294,30,34,35,35,Oregon,OR
42000,1985,11770865,-44310,-0.003750261845465683,-0.012650199628543024,4,51,46,46,Pennsylvania,PA
44000,1985,968956,7061,0.007340718061742706,-0.001559219721334635,42,32,19,19,Rhode Island,RI
45000,1985,3303211,31347,0.009580777196118176,6.80839413040835e-4,24,14,18,18,South Carolina,SC
46000,1985,698404,1154,0.0016550735030476875,-0.007244864280029653,45,40,39,39,South Dakota,SD
47000,1985,4715292,28549,0.006091437059808912,-0.002808500723268429,17,15,26,26,Tennessee,TN
48000,1985,16272722,265634,0.016594773515332707,0.007694835732255366,3,3,8,8,Texas,TX
49000,1985,1642910,20568,0.012677968024004803,0.003778030240927462,35,23,12,12,Utah,UT
50000,1985,530035,3377,0.006412130832532687,-0.002487806950544654,50,35,23,23,Vermont,VT
51000,1985,5715149,71281,0.01262981345417717,0.003729875671099829,13,7,13,13,Virginia,VA
53000,1985,4400096,56439,0.012993429269392127,0.0040934914863147865,20,8,11,11,Washington,WA
54000,1985,1906831,-20865,-0.010823802093276118,-0.01972373987635346,34,49,51,51,West Virginia,WV
55000,1985,4747765,12194,0.0025749798704316753,-0.006324957912645666,16,26,34,34,Wisconsin,WI
56000,1985,499696,-5199,-0.010297190504956475,-0.019197128288033816,51,46,50,50,Wyoming,WY
00000,1986,240132831,2209097,0.009284895469907177,0,,,,,United States,US
01000,1986,3991569,19049,0.004795192975743357,-0.00448970249416382,22,24,28,28,Alabama,AL
02000,1986,544269,11773,0.022109086265436735,0.012824190795529558,49,27,6,6,Alaska,AK
04000,1986,3308261,124722,0.039177154732516234,0.029892259262609057,25,4,1,1,Arizona,AZ
05000,1986,2331988,4942,0.002123722522030076,-0.007161172947877101,33,35,34,34,Arkansas,AR
06000,1986,27102238,661131,0.025003907741079072,0.015719012271171895,1,1,5,5,California,CA
08000,1986,3237448,28722,0.008951216152454276,-3.336793174529007e-4,27,15,18,18,Colorado,CO
09000,1986,3223741,22610,0.007063128625476433,-0.002221766844430744,28,20,22,22,Connecticut,CT
10000,1986,627559,9280,0.015009405139103867,0.00572450966919669,48,29,12,12,Delaware,DE
11000,1986,638269,3720,0.005862431427675404,-0.003422464042231773,47,37,24,24,District of Columbia,DC
12000,1986,11667503,316383,0.027872403780419906,0.01858750831051273,5,2,4,4,Florida,FL
13000,1986,6084645,122006,0.02046174521046805,0.011176849740560872,11,5,7,7,Georgia,GA
15000,1986,1051762,12064,0.011603369439971992,0.0023184739700648146,39,25,16,16,Hawaii,HI
16000,1986,990222,-3830,-0.0038529171512154295,-0.013137812621122607,41,40,44,44,Idaho,ID
17000,1986,11387256,-12547,-0.0011006330547992803,-0.010385528524706457,6,48,41,41,Illinois,IL
18000,1986,5454103,-5111,-9.362153599400939e-4,-0.010221110829847271,14,43,40,40,Indiana,IN
19000,1986,2791969,-37715,-0.013328343376857628,-0.022613238846764805,29,51,51,51,Iowa,IA
20000,1986,2432614,5213,0.0021475644114837228,-0.007137331058423454,32,34,33,33,Kansas,KS
21000,1986,3687805,-7011,-0.0018975234490702648,-0.011182418918977442,23,44,42,42,Kentucky,KY
22000,1986,4406922,-1191,-2.701836363995206e-4,-0.009555079106306697,20,38,38,38,Louisiana,LA
23000,1986,1170126,7191,0.006183492628564795,-0.0031014028413423817,38,32,23,23,Maine,ME
24000,1986,4486956,73884,0.016742078987154525,0.007457183517247348,18,7,11,11,Maryland,MD
25000,1986,5902677,21943,0.003731336938552228,-0.005553558531354949,12,21,31,31,Massachusetts,MA
26000,1986,9127774,51487,0.005672694131421803,-0.003612201338485374,8,11,25,25,Michigan,MI
27000,1986,4205213,20912,0.004997728413897566,-0.004287167056009611,21,22,26,26,Minnesota,MN
28000,1986,2593596,5493,0.002122403938328575,-0.007162491531578602,31,33,35,35,Mississippi,MS
29000,1986,5023055,22795,0.004558762944326895,-0.004726132525580282,15,19,29,29,Missouri,MO
30000,1986,813738,-8582,-0.010436326490903784,-0.019721221960810963,44,46,48,48,Montana,MT
31000,1986,1574328,-10333,-0.006520637536987406,-0.015805533006894582,36,47,46,46,Nebraska,NE
32000,1986,980614,29582,0.031105157344863264,0.021820261874956087,42,14,2,2,Nevada,NV
33000,1986,1025054,28301,0.02839319269668614,0.019108297226778963,40,16,3,3,New Hampshire,NH
34000,1986,7622161,56631,0.007485397586157216,-0.001799497883749961,9,9,21,21,New Jersey,NJ
35000,1986,1462728,24368,0.016941516727383966,0.007656621257476789,37,17,9,9,New Mexico,NM
36000,1986,17833421,41743,0.002346209278292919,-0.006938686191614259,2,12,32,32,New York,NY
37000,1986,6321576,67619,0.01081219458336538,0.0015272991134582022,10,8,17,17,North Carolina,NC
38000,1986,669513,-7466,-0.011028407085005592,-0.020313302554912767,46,45,49,49,North Dakota,ND
39000,1986,10730272,-4654,-4.3353815387269553e-4,-0.009718433623779872,7,42,39,39,Ohio,OH
40000,1986,3252735,-18598,-0.005685144251594075,-0.014970039721501252,26,49,45,45,Oklahoma,OK
41000,1986,2683526,10878,0.0040701207192267745,-0.0052147747506804025,30,28,30,30,Oregon,OR
42000,1986,11782754,11889,0.0010100362207875122,-0.008274859249119665,4,26,37,37,Pennsylvania,PA
44000,1986,977340,8384,0.00865261167689761,-6.322837930095668e-4,43,30,19,19,Rhode Island,RI
45000,1986,3342759,39548,0.011972592728711548,0.0026876972588043713,24,13,14,14,South Carolina,SC
46000,1986,696036,-2368,-0.0033905876827738674,-0.012675483152681044,45,39,43,43,South Dakota,SD
47000,1986,4738708,23416,0.004965970294098436,-0.004318925175808741,17,18,27,27,Tennessee,TN
48000,1986,16561103,288381,0.0177217431724084,0.008436847702501225,3,3,8,8,Texas,TX
49000,1986,1662833,19923,0.01212665331637156,0.0028417578464643833,35,23,13,13,Utah,UT
50000,1986,534066,4031,0.007605158149933495,-0.0016797373199736818,50,36,20,20,Vermont,VT
51000,1986,5811692,96543,0.016892472969646112,0.007607577499738935,13,6,10,10,Virginia,VA
53000,1986,4452724,52628,0.011960648131313499,0.002675752661406322,19,10,15,15,Washington,WA
54000,1986,1882352,-24479,-0.012837529912194631,-0.02212242538210181,34,50,50,50,West Virginia,WV
55000,1986,4755625,7860,0.0016555158058581248,-0.007629379664049052,16,31,36,36,Wisconsin,WI
56000,1986,495633,-4063,-0.00813094361371714,-0.017415839083624318,51,41,47,47,Wyoming,WY
00000,1987,242288936,2156105,0.00897880140346157,0,,,,,United States,US
01000,1987,4015262,23693,0.0059357611004594935,-0.003043040303002076,22,22,27,27,Alabama,AL
02000,1987,539310,-4959,-0.009111303417978977,-0.018090104821440547,50,41,45,45,Alaska,AK
04000,1987,3437103,128842,0.03894553664296741,0.02996673523950584,24,3,2,2,Arizona,AZ
05000,1987,2342357,10369,0.0044464208220625495,-0.00453238058139902,33,34,31,31,Arkansas,AR
06000,1987,27777160,674922,0.02490281429895199,0.01592401289549042,1,1,5,5,California,CA
08000,1987,3260477,23029,0.007113318885739632,-0.0018654825177219373,26,24,22,22,Colorado,CO
09000,1987,3247290,23549,0.0073048672334409,-0.0016739341700206696,27,23,20,20,Connecticut,CT
10000,1987,636946,9387,0.014957956144362522,0.005979154740900952,47,35,11,11,Delaware,DE
11000,1987,636930,-1339,-0.0020978615599378946,-0.011076662963399464,48,39,41,41,District of Columbia,DC
12000,1987,11997282,329779,0.02826474525011907,0.0192859438466575,4,2,4,4,Florida,FL
13000,1987,6208479,123834,0.020351885771478864,0.011373084368017294,11,4,7,7,Georgia,GA
15000,1987,1067917,16155,0.015359938845480252,0.006381137442018682,39,28,10,10,Hawaii,HI
16000,1987,984997,-5225,-0.0052765945414260645,-0.014255395944887634,43,43,43,43,Idaho,ID
17000,1987,11391176,3920,3.442444782131885e-4,-0.008634556925248381,6,37,37,37,Illinois,IL
18000,1987,5473023,18920,0.003468948056169823,-0.005509853347291746,14,26,33,33,Indiana,IN
19000,1987,2767006,-24963,-0.008941001852097927,-0.017919803255559495,29,49,44,44,Iowa,IA
20000,1987,2445367,12753,0.005242508675852396,-0.003736292727609174,32,32,29,29,Kansas,KS
21000,1987,3683330,-4475,-0.0012134589545813837,-0.010192260358042953,23,40,39,39,Kentucky,KY
22000,1987,4344151,-62771,-0.014243728389111494,-0.02322252979257306,20,51,50,50,Louisiana,LA
23000,1987,1184577,14451,0.012349952056445204,0.003371150652983634,38,31,14,14,Maine,ME
24000,1987,4565558,78602,0.017517889633863137,0.008539088230401568,18,8,9,9,Maryland,MD
25000,1987,5935205,32528,0.00551071996655077,-0.0034680814369107997,12,17,28,28,Massachusetts,MA
26000,1987,9187484,59710,0.006541573005641901,-0.0024372283978196683,8,10,24,24,Michigan,MI
27000,1987,4235136,29923,0.00711569188053019,-0.0018631095229313796,21,18,21,21,Minnesota,MN
28000,1987,2588545,-5051,-0.0019474891232096286,-0.010926290526671198,31,42,40,40,Mississippi,MS
29000,1987,5056702,33647,0.006698513155838429,-0.002280288247623141,15,16,23,23,Missouri,MO
30000,1987,805064,-8674,-0.010659450584831974,-0.019638251988293543,44,46,46,46,Montana,MT
31000,1987,1566544,-7784,-0.00494433180379184,-0.01392313320725341,36,44,42,42,Nebraska,NE
32000,1987,1023374,42760,0.0436053329852521,0.03462653158179053,41,13,1,1,Nevada,NV
33000,1987,1054289,29235,0.02852044867880131,0.01954164727533974,40,20,3,3,New Hampshire,NH
34000,1987,7670741,48580,0.006373520580318363,-0.002605280823143206,9,11,26,26,New Jersey,NJ
35000,1987,1478519,15791,0.010795581953719352,0.0018167805502577825,37,29,17,17,New Mexico,NM
36000,1987,17868844,35423,0.0019863266840389176,-0.006992474719422652,2,15,36,36,New York,NY
37000,1987,6403693,82117,0.012989956934789678,0.004011155531328109,10,6,12,12,North Carolina,NC
38000,1987,661141,-8372,-0.012504611560940564,-0.021483412964402135,46,45,47,47,North Dakota,ND
39000,1987,10760081,29809,0.0027780283668484827,-0.006200773036613087,7,19,34,34,Ohio,OH
40000,1987,3210124,-42611,-0.013100052724860771,-0.02207885412832234,28,50,48,48,Oklahoma,OK
41000,1987,2700996,17470,0.006510091573549129,-0.0024687098299124403,30,27,25,25,Oregon,OR
42000,1987,11810869,28115,0.0023861144856287416,-0.0065926869178328275,5,21,35,35,Pennsylvania,PA
44000,1987,989605,12265,0.01254936869462009,0.003570567291158521,42,33,13,13,Rhode Island,RI
45000,1987,3380507,37748,0.011292468287423653,0.002313666883962083,25,14,16,16,South Carolina,SC
46000,1987,696034,-2,-2.8734145934980374e-6,-0.008981674818055068,45,38,38,38,South Dakota,SD
47000,1987,4782939,44231,0.009333978797596306,3.551773941347369e-4,16,12,18,18,Tennessee,TN
48000,1987,16621767,60664,0.0036630410426165454,-0.005315760360845024,3,9,32,32,Texas,TX
49000,1987,1678120,15287,0.00919334653570142,2.1454513223985103e-4,35,30,19,19,Utah,UT
50000,1987,540267,6201,0.011610924492478457,0.0026321230890168877,49,36,15,15,Vermont,VT
51000,1987,5932273,120581,0.02074800247501072,0.01176920107154915,13,5,6,6,Virginia,VA
53000,1987,4531903,79179,0.017782148635307287,0.008803347231845718,19,7,8,8,Washington,WA
54000,1987,1857583,-24769,-0.013158537829268915,-0.022137339232730487,34,48,49,49,West Virginia,WV
55000,1987,4777923,22298,0.004688763306610593,-0.004290038096850976,17,25,30,30,Wisconsin,WI
56000,1987,476966,-18667,-0.037662948189486976,-0.04664174959294855,51,47,51,51,Wyoming,WY
00000,1988,244499004,2210068,0.009121621632776496,0,,,,,United States,US
01000,1988,4023842,8580,0.0021368468608026076,-0.0069847747719738885,22,33,37,37,Alabama,AL
02000,1988,541984,2674,0.004958187313418998,-0.004163434319357498,50,36,27,27,Alaska,AK
04000,1988,3535183,98080,0.028535659245591417,0.01941403761281492,24,6,2,2,Arizona,AZ
05000,1988,2342655,298,1.2722228080518897e-4,-0.008994399351971306,33,41,41,41,Arkansas,AR
06000,1988,28464250,687090,0.024735790123972357,0.015614168491195861,1,1,5,5,California,CA
08000,1988,3262280,1803,5.529865722101398e-4,-0.008568635060566356,27,38,39,39,Colorado,CO
09000,1988,3271954,24664,0.007595256352219851,-0.0015263652805566448,26,24,21,21,Connecticut,CT
10000,1988,647621,10675,0.016759662514561673,0.007638040881785177,47,31,11,11,Delaware,DE
11000,1988,630432,-6498,-0.01020206302105412,-0.019323684653830615,48,46,47,47,District of Columbia,DC
12000,1988,12306400,309118,0.02576566925742014,0.016644047624643644,4,2,4,4,Florida,FL
13000,1988,6316139,107660,0.017340801184960116,0.00821917955218362,11,4,10,10,Georgia,GA
15000,1988,1079827,11910,0.0111525521178144,0.002030930485037904,40,28,16,16,Hawaii,HI
16000,1988,985661,664,6.741137282651622e-4,-0.008447507904511334,43,40,38,38,Idaho,ID
17000,1988,11390186,-990,-8.690937616976509e-5,-0.009208531008946261,6,42,42,42,Illinois,IL
18000,1988,5491733,18710,0.0034185860355419664,-0.00570303559723453,14,26,31,31,Indiana,IN
19000,1988,2768393,1387,5.012638208952203e-4,-0.008620357811881276,29,39,40,40,Iowa,IA
20000,1988,2461995,16628,0.006799797331034564,-0.002321824301741932,32,27,24,24,Kansas,KS
21000,1988,3680002,-3328,-9.035302294391217e-4,-0.010025151862215618,23,43,43,43,Kentucky,KY
22000,1988,4288859,-55292,-0.012727918527693904,-0.0218495401604704,21,51,48,48,Louisiana,LA
23000,1988,1203840,19263,0.016261500940842173,0.007139879308065677,38,25,12,12,Maine,ME
24000,1988,4657903,92345,0.02022644329564973,0.011104821662873235,18,7,7,7,Maryland,MD
25000,1988,5979983,44778,0.007544474032489189,-0.001577147600287307,13,13,22,22,Massachusetts,MA
26000,1988,9218002,30518,0.0033216928595467487,-0.005799928773229747,8,21,32,32,Michigan,MI
27000,1988,4296163,61027,0.014409690739565387,0.005288069106788891,20,10,14,14,Minnesota,MN
28000,1988,2580349,-8196,-0.0031662574921432697,-0.012287879124919765,31,47,44,44,Mississippi,MS
29000,1988,5081737,25035,0.004950855320325382,-0.004170766312451114,15,23,28,28,Missouri,MO
30000,1988,800200,-4864,-0.006041755686504427,-0.015163377319280923,44,44,45,45,Montana,MT
31000,1988,1571477,4933,0.0031489699619034,-0.005972651670873096,36,35,33,33,Nebraska,NE
32000,1988,1075023,51649,0.050469329883307566,0.04134770825053107,41,11,1,1,Nevada,NV
33000,1988,1082576,28287,0.026830404187087223,0.01770878255431073,39,22,3,3,New Hampshire,NH
34000,1988,7712333,41592,0.005422161952802213,-0.003699459679974283,9,15,26,26,New Jersey,NJ
35000,1988,1490336,11817,0.007992457317085543,-0.0011291643156909528,37,29,20,20,New Mexico,NM
36000,1988,17941309,72465,0.004055382653740779,-0.005066238979035717,2,9,29,29,New York,NY
37000,1988,6480591,76898,0.012008383287581088,0.0028867616548045923,10,8,15,15,North Carolina,NC
38000,1988,655330,-5811,-0.008789350531883516,-0.017910972164660012,46,45,46,46,North Dakota,ND
39000,1988,10798554,38473,0.0035755307046480412,-0.005546090928128454,7,18,30,30,Ohio,OH
40000,1988,3167064,-43060,-0.013413812052120106,-0.022535433684896602,28,50,49,49,Oklahoma,OK
41000,1988,2741297,40301,0.014920792181846993,0.005799170549070497,30,16,13,13,Oregon,OR
42000,1988,11845755,34886,0.002953720001466446,-0.00616790163131005,5,19,35,35,Pennsylvania,PA
44000,1988,996407,6802,0.006873449507631833,-0.0022481721251446634,42,34,23,23,Rhode Island,RI
45000,1988,3412097,31590,0.009344752133333845,2.2313050055734925e-4,25,20,17,17,South Carolina,SC
46000,1988,698160,2126,0.003054448489585279,-0.006067173143191217,45,37,34,34,South Dakota,SD
47000,1988,4822438,39499,0.008258311469161535,-8.633101636149609e-4,16,17,19,19,Tennessee,TN
48000,1988,16667040,45273,0.0027237176408500974,-0.006397903991926399,3,12,36,36,Texas,TX
49000,1988,1689372,11252,0.006705122398874931,-0.0024164992339015647,35,30,25,25,Utah,UT
50000,1988,549763,9496,0.01757649458508478,0.008454872952308285,49,32,9,9,Vermont,VT
51000,1988,6036908,104635,0.017638264456136796,0.0085166428233603,12,5,8,8,Virginia,VA
53000,1988,4639894,107991,0.02382906253730497,0.014707440904528473,19,3,6,6,Washington,WA
54000,1988,1830213,-27370,-0.014734200302220682,-0.023855821934997176,34,49,50,50,West Virginia,WV
55000,1988,4822391,44468,0.009306972925264806,1.8535129248830988e-4,17,14,18,18,Wisconsin,WI
56000,1988,465103,-11863,-0.02487179379662282,-0.033993415429399314,51,48,51,51,Wyoming,WY
00000,1989,246819222,2320218,0.009489682829137414,0,,,,,United States,US
01000,1989,4030219,6377,0.0015848037770866748,-0.007904879052050739,22,36,39,39,Alabama,AL
02000,1989,547160,5176,0.009550097419850032,6.0414590712617663e-5,50,37,19,19,Alaska,AK
04000,1989,3622184,87001,0.0246100414037972,0.015120358574659785,24,6,4,4,Arizona,AZ
05000,1989,2346354,3699,0.0015789776983806834,-0.00791070513075673,33,39,40,40,Arkansas,AR
06000,1989,29218165,753915,0.026486382040629912,0.016996699211492498,1,1,3,3,California,CA
08000,1989,3275815,13535,0.0041489387790134506,-0.005340744050123964,27,30,29,29,Colorado,CO
09000,1989,3283404,11450,0.0034994379505335345,-0.005990244878603879,26,31,31,31,Connecticut,CT
10000,1989,658274,10653,0.01644943570390707,0.006959752874769656,46,33,8,8,Delaware,DE
11000,1989,624168,-6264,-0.009936043855641846,-0.01942572668477926,48,46,48,48,District of Columbia,DC
12000,1989,12637718,331318,0.026922414353507118,0.017432731524369704,4,2,2,2,Florida,FL
13000,1989,6411117,94978,0.015037351141258924,0.00554766831212151,11,5,9,9,Georgia,GA
15000,1989,1094588,14761,0.013669782289200029,0.004180099460062614,41,26,13,13,Hawaii,HI
16000,1989,994422,8761,0.008888451506146637,-6.012313229907772e-4,43,34,21,21,Idaho,ID
17000,1989,11409782,19596,0.0017204284460324002,-0.0077692543831050145,6,23,37,37,Illinois,IL
18000,1989,5523679,31946,0.005817107277429547,-0.003672575551707867,14,19,26,26,Indiana,IN
19000,1989,2770590,2197,7.936011975178379e-4,-0.008696081631619576,30,41,41,41,Iowa,IA
20000,1989,2472838,10843,0.0044041519174490605,-0.005085530911688354,32,32,27,27,Kansas,KS
21000,1989,3677318,-2684,-7.293474297024839e-4,-0.010219030258839898,23,44,43,43,Kentucky,KY
22000,1989,4252896,-35963,-0.008385213876231418,-0.017874896705368834,21,51,47,47,Louisiana,LA
23000,1989,1219961,16121,0.013391314460393407,0.003901631631255993,38,25,14,14,Maine,ME
24000,1989,4727303,69400,0.014899408596529383,0.005409725767391968,19,9,10,10,Maryland,MD
25000,1989,6015478,35495,0.0059356356029774664,-0.003554047226159948,13,15,25,25,Massachusetts,MA
26000,1989,9253298,35296,0.003829029327613511,-0.005660653501523904,8,16,30,30,Michigan,MI
27000,1989,4338056,41893,0.00975125943778204,2.615766086446255e-4,20,13,18,18,Minnesota,MN
28000,1989,2574272,-6077,-0.0023551077780563793,-0.011844790607193793,31,45,45,45,Mississippi,MS
29000,1989,5095844,14107,0.0027760193020614802,-0.006713663527075934,15,27,33,33,Missouri,MO
30000,1989,799634,-566,-7.07323169207698e-4,-0.010197005998345112,44,42,42,42,Montana,MT
31000,1989,1574858,3381,0.0021514791498698357,-0.0073382036792675786,36,40,35,35,Nebraska,NE
32000,1989,1137382,62359,0.058007131010220245,0.048517448181082834,39,10,1,1,Nevada,NV
33000,1989,1104523,21947,0.02027294157638817,0.010783258747250755,40,21,6,6,New Hampshire,NH
34000,1989,7726086,13753,0.001783247689123382,-0.007706435140014033,9,28,36,36,New Jersey,NJ
35000,1989,1503901,13565,0.009101974319884912,-3.877085092525018e-4,37,29,20,20,New Mexico,NM
36000,1989,17983084,41775,0.0023284254231394153,-0.007161257405997999,2,14,34,34,New York,NY
37000,1989,6565462,84871,0.013096182122895891,0.0036064992937584767,10,7,15,15,North Carolina,NC
38000,1989,646351,-8979,-0.013701493903834709,-0.02319117673297212,47,48,50,50,North Dakota,ND
39000,1989,10829216,30662,0.002839454245448048,-0.006650228583689366,7,20,32,32,Ohio,OH
40000,1989,3150304,-16760,-0.00529196757627885,-0.014781650405416263,28,49,46,46,Oklahoma,OK
41000,1989,2790579,49282,0.017977621541919755,0.00848793871278234,29,11,7,7,Oregon,OR
42000,1989,11865992,20237,0.001708375700831226,-0.007781307128306188,5,22,38,38,Pennsylvania,PA
44000,1989,1000666,4259,0.004274357767458478,-0.005215325061678936,42,38,28,28,Rhode Island,RI
45000,1989,3456777,44680,0.01309458670137455,0.0036049038722371363,25,12,16,16,South Carolina,SC
46000,1989,696698,-1462,-0.0020940758565371836,-0.011583758685674598,45,43,44,44,South Dakota,SD
47000,1989,4854432,31994,0.006634403594198619,-0.0028552792349387955,17,18,24,24,Tennessee,TN
